CLR,FAT,SNF,RATE
28,3.2,8.4,32.6
28,3.2,8.5,32.82
29,3.2,8.6,33.03
29,3.2,8.7,33.25
29,3.2,8.8,33.47
30,3.2,8.9,33.68
30,3.2,9,33.9
31,3.2,9.1,34.12
31,3.2,9.2,34.33
31,3.2,9.3,34.55
32,3.2,9.4,34.77
32,3.2,9.5,34.98
33,3.2,9.6,35.2
33,3.2,9.7,35.42
33,3.2,9.8,35.63
34,3.2,9.9,35.85
34,3.2,10,36.07
2,3.3,2,19.18
2,3.3,2.1,19.4
3,3.3,2.2,19.62
3,3.3,2.3,19.83
4,3.3,2.4,20.05
4,3.3,2.5,20.27
4,3.3,2.6,20.48
5,3.3,2.7,20.7
5,3.3,2.8,20.92
6,3.3,2.9,21.13
6,3.3,3,21.35
6,3.3,3.1,21.57
7,3.3,3.2,21.78
7,3.3,3.3,22
8,3.3,3.4,22.22
8,3.3,3.5,22.43
8,3.3,3.6,22.65
9,3.3,3.7,22.87
9,3.3,3.8,23.08
10,3.3,3.9,23.3
10,3.3,4,23.52
10,3.3,4.1,23.73
11,3.3,4.2,23.95
11,3.3,4.3,24.17
12,3.3,4.4,24.38
12,3.3,4.5,24.6
12,3.3,4.6,24.82
13,3.3,4.7,25.03
13,3.3,4.8,25.25
14,3.3,4.9,25.47
14,3.3,5,25.68
14,3.3,5.1,25.9
15,3.3,5.2,26.12
15,3.3,5.3,26.33
16,3.3,5.4,26.55
16,3.3,5.5,26.77
16,3.3,5.6,26.98
17,3.3,5.7,27.2
17,3.3,5.8,27.42
18,3.3,5.9,27.63
18,3.3,6,27.85
18,3.3,6.1,28.07
19,3.3,6.2,28.28
19,3.3,6.3,28.5
20,3.3,6.4,28.72
20,3.3,6.5,28.93
20,3.3,6.6,29.15
21,3.3,6.7,29.37
21,3.3,6.8,29.58
22,3.3,6.9,29.8
22,3.3,7,30.02
22,3.3,7.1,30.23
23,3.3,7.2,30.45
23,3.3,7.3,30.67
24,3.3,7.4,30.88
24,3.3,7.5,31.1
24,3.3,7.6,31.32
25,3.3,7.7,31.53
25,3.3,7.8,31.75
26,3.3,7.9,31.97
26,3.3,8,32.18
26,3.3,8.1,32.4
27,3.3,8.2,32.62
27,3.3,8.3,32.83
28,3.3,8.4,33.05
28,3.3,8.5,33.27
28,3.3,8.6,33.48
29,3.3,8.7,33.7
29,3.3,8.8,33.92
30,3.3,8.9,34.13
30,3.3,9,34.35
30,3.3,9.1,34.57
31,3.3,9.2,34.78
31,3.3,9.3,35
32,3.3,9.4,35.22
32,3.3,9.5,35.43
32,3.3,9.6,35.65
33,3.3,9.7,35.87
33,3.3,9.8,36.08
34,3.3,9.9,36.3
34,3.3,10,36.52
2,3.4,2,19.63
2,3.4,2.1,19.85
3,3.4,2.2,20.07
3,3.4,2.3,20.28
4,3.4,2.4,20.5
4,3.4,2.5,20.72
4,3.4,2.6,20.93
5,3.4,2.7,21.15
5,3.4,2.8,21.37
6,3.4,2.9,21.58
6,3.4,3,21.8
6,3.4,3.1,22.02
7,3.4,3.2,22.23
7,3.4,3.3,22.45
8,3.4,3.4,22.67
8,3.4,3.5,22.88
8,3.4,3.6,23.1
9,3.4,3.7,23.32
9,3.4,3.8,23.53
10,3.4,3.9,23.75
10,3.4,4,23.97
10,3.4,4.1,24.18
11,3.4,4.2,24.4
11,3.4,4.3,24.62
12,3.4,4.4,24.83
12,3.4,4.5,25.05
12,3.4,4.6,25.27
13,3.4,4.7,25.48
13,3.4,4.8,25.7
14,3.4,4.9,25.92
14,3.4,5,26.13
14,3.4,5.1,26.35
15,3.4,5.2,26.57
15,3.4,5.3,26.78
16,3.4,5.4,27
16,3.4,5.5,27.22
16,3.4,5.6,27.43
17,3.4,5.7,27.65
17,3.4,5.8,27.87
18,3.4,5.9,28.08
18,3.4,6,28.3
18,3.4,6.1,28.52
19,3.4,6.2,28.73
19,3.4,6.3,28.95
20,3.4,6.4,29.17
20,3.4,6.5,29.38
20,3.4,6.6,29.6
21,3.4,6.7,29.82
21,3.4,6.8,30.03
22,3.4,6.9,30.25
22,3.4,7,30.47
22,3.4,7.1,30.68
23,3.4,7.2,30.9
23,3.4,7.3,31.12
24,3.4,7.4,31.33
24,3.4,7.5,31.55
24,3.4,7.6,31.77
25,3.4,7.7,31.98
25,3.4,7.8,32.2
26,3.4,7.9,32.42
26,3.4,8,32.63
26,3.4,8.1,32.85
27,3.4,8.2,33.07
27,3.4,8.3,33.28
28,3.4,8.4,33.5
28,3.4,8.5,33.72
28,3.4,8.6,33.93
29,3.4,8.7,34.15
29,3.4,8.8,34.37
30,3.4,8.9,34.58
30,3.4,9,34.8
30,3.4,9.1,35.02
31,3.4,9.2,35.23
31,3.4,9.3,35.45
32,3.4,9.4,35.67
32,3.4,9.5,35.88
32,3.4,9.6,36.1
33,3.4,9.7,36.32
33,3.4,9.8,36.53
34,3.4,9.9,36.75
34,3.4,10,36.97
2,3.5,2,20.08
2,3.5,2.1,20.3
3,3.5,2.2,20.52
3,3.5,2.3,20.73
4,3.5,2.4,20.95
4,3.5,2.5,21.17
4,3.5,2.6,21.38
5,3.5,2.7,21.6
5,3.5,2.8,21.82
6,3.5,2.9,22.03
6,3.5,3,22.25
6,3.5,3.1,22.47
7,3.5,3.2,22.68
7,3.5,3.3,22.9
8,3.5,3.4,23.12
8,3.5,3.5,23.33
8,3.5,3.6,23.55
9,3.5,3.7,23.77
9,3.5,3.8,23.98
10,3.5,3.9,24.2
10,3.5,4,24.42
10,3.5,4.1,24.63
11,3.5,4.2,24.85
11,3.5,4.3,25.07
12,3.5,4.4,25.28
12,3.5,4.5,25.5
12,3.5,4.6,25.72
13,3.5,4.7,25.93
13,3.5,4.8,26.15
14,3.5,4.9,26.37
14,3.5,5,26.58
14,3.5,5.1,26.8
15,3.5,5.2,27.02
15,3.5,5.3,27.23
16,3.5,5.4,27.45
16,3.5,5.5,27.67
16,3.5,5.6,27.88
17,3.5,5.7,28.1
17,3.5,5.8,28.32
18,3.5,5.9,28.53
18,3.5,6,28.75
18,3.5,6.1,28.97
19,3.5,6.2,29.18
19,3.5,6.3,29.4
20,3.5,6.4,29.62
20,3.5,6.5,29.83
20,3.5,6.6,30.05
21,3.5,6.7,30.27
21,3.5,6.8,30.48
22,3.5,6.9,30.7
22,3.5,7,30.92
22,3.5,7.1,31.13
23,3.5,7.2,31.35
23,3.5,7.3,31.57
24,3.5,7.4,31.78
24,3.5,7.5,32
24,3.5,7.6,32.22
25,3.5,7.7,32.43
25,3.5,7.8,32.65
26,3.5,7.9,32.87
26,3.5,8,33.08
26,3.5,8.1,33.3
27,3.5,8.2,33.52
27,3.5,8.3,33.73
28,3.5,8.4,33.95
28,3.5,8.5,34.17
28,3.5,8.6,34.38
29,3.5,8.7,34.6
29,3.5,8.8,34.82
30,3.5,8.9,35.03
30,3.5,9,35.25
30,3.5,9.1,35.47
31,3.5,9.2,35.68
31,3.5,9.3,35.9
32,3.5,9.4,36.12
32,3.5,9.5,36.33
32,3.5,9.6,36.55
33,3.5,9.7,36.77
33,3.5,9.8,36.98
34,3.5,9.9,37.2
34,3.5,10,37.42
2,3.6,2,20.53
2,3.6,2.1,20.75
3,3.6,2.2,20.97
3,3.6,2.3,21.18
3,3.6,2.4,21.4
4,3.6,2.5,21.62
4,3.6,2.6,21.83
5,3.6,2.7,22.05
5,3.6,2.8,22.27
5,3.6,2.9,22.48
6,3.6,3,22.7
6,3.6,3.1,22.92
7,3.6,3.2,23.13
7,3.6,3.3,23.35
7,3.6,3.4,23.57
8,3.6,3.5,23.78
8,3.6,3.6,24
9,3.6,3.7,24.22
9,3.6,3.8,24.43
9,3.6,3.9,24.65
10,3.6,4,24.87
10,3.6,4.1,25.08
11,3.6,4.2,25.3
11,3.6,4.3,25.52
11,3.6,4.4,25.73
12,3.6,4.5,25.95
12,3.6,4.6,26.17
13,3.6,4.7,26.38
13,3.6,4.8,26.6
13,3.6,4.9,26.82
14,3.6,5,27.03
14,3.6,5.1,27.25
15,3.6,5.2,27.47
15,3.6,5.3,27.68
15,3.6,5.4,27.9
16,3.6,5.5,28.12
16,3.6,5.6,28.33
17,3.6,5.7,28.55
17,3.6,5.8,28.77
17,3.6,5.9,28.98
18,3.6,6,29.2
18,3.6,6.1,29.42
19,3.6,6.2,29.63
19,3.6,6.3,29.85
19,3.6,6.4,30.07
20,3.6,6.5,30.28
20,3.6,6.6,30.5
21,3.6,6.7,30.72
21,3.6,6.8,30.93
21,3.6,6.9,31.15
22,3.6,7,31.37
22,3.6,7.1,31.58
23,3.6,7.2,31.8
23,3.6,7.3,32.02
23,3.6,7.4,32.23
24,3.6,7.5,32.45
24,3.6,7.6,32.67
25,3.6,7.7,32.88
25,3.6,7.8,33.1
25,3.6,7.9,33.32
26,3.6,8,33.53
26,3.6,8.1,33.75
27,3.6,8.2,33.97
27,3.6,8.3,34.18
27,3.6,8.4,34.4
28,3.6,8.5,34.62
28,3.6,8.6,34.83
29,3.6,8.7,35.05
29,3.6,8.8,35.27
29,3.6,8.9,35.48
30,3.6,9,35.7
30,3.6,9.1,35.92
31,3.6,9.2,36.13
31,3.6,9.3,36.35
31,3.6,9.4,36.57
32,3.6,9.5,36.78
32,3.6,9.6,37
33,3.6,9.7,37.22
33,3.6,9.8,37.43
33,3.6,9.9,37.65
34,3.6,10,37.87
2,3.7,2,20.98
2,3.7,2.1,21.2
3,3.7,2.2,21.42
3,3.7,2.3,21.63
3,3.7,2.4,21.85
4,3.7,2.5,22.07
4,3.7,2.6,22.28
5,3.7,2.7,22.5
5,3.7,2.8,22.72
5,3.7,2.9,22.93
6,3.7,3,23.15
6,3.7,3.1,23.37
7,3.7,3.2,23.58
7,3.7,3.3,23.8
7,3.7,3.4,24.02
8,3.7,3.5,24.23
8,3.7,3.6,24.45
9,3.7,3.7,24.67
9,3.7,3.8,24.88
9,3.7,3.9,25.1
10,3.7,4,25.32
10,3.7,4.1,25.53
11,3.7,4.2,25.75
11,3.7,4.3,25.97
11,3.7,4.4,26.18
12,3.7,4.5,26.4
12,3.7,4.6,26.62
13,3.7,4.7,26.83
13,3.7,4.8,27.05
13,3.7,4.9,27.27
14,3.7,5,27.48
14,3.7,5.1,27.7
15,3.7,5.2,27.92
15,3.7,5.3,28.13
15,3.7,5.4,28.35
16,3.7,5.5,28.57
16,3.7,5.6,28.78
17,3.7,5.7,29
17,3.7,5.8,29.22
17,3.7,5.9,29.43
18,3.7,6,29.65
18,3.7,6.1,29.87
19,3.7,6.2,30.08
19,3.7,6.3,30.3
19,3.7,6.4,30.52
20,3.7,6.5,30.73
20,3.7,6.6,30.95
21,3.7,6.7,31.17
21,3.7,6.8,31.38
21,3.7,6.9,31.6
22,3.7,7,31.82
22,3.7,7.1,32.03
23,3.7,7.2,32.25
23,3.7,7.3,32.47
23,3.7,7.4,32.68
24,3.7,7.5,32.9
24,3.7,7.6,33.12
25,3.7,7.7,33.33
25,3.7,7.8,33.55
25,3.7,7.9,33.77
26,3.7,8,33.98
26,3.7,8.1,34.2
27,3.7,8.2,34.42
27,3.7,8.3,34.63
27,3.7,8.4,34.85
28,3.7,8.5,35.07
28,3.7,8.6,35.28
29,3.7,8.7,35.5
29,3.7,8.8,35.72
29,3.7,8.9,35.93
30,3.7,9,36.15
30,3.7,9.1,36.37
31,3.7,9.2,36.58
31,3.7,9.3,36.8
31,3.7,9.4,37.02
32,3.7,9.5,37.23
32,3.7,9.6,37.45
33,3.7,9.7,37.67
33,3.7,9.8,37.88
33,3.7,9.9,38.1
34,3.7,10,38.32
2,3.8,2,21.43
2,3.8,2.1,21.65
2,3.8,2.2,21.87
3,3.8,2.3,22.08
3,3.8,2.4,22.3
4,3.8,2.5,22.52
4,3.8,2.6,22.73
4,3.8,2.7,22.95
5,3.8,2.8,23.17
5,3.8,2.9,23.38
6,3.8,3,23.6
6,3.8,3.1,23.82
6,3.8,3.2,24.03
7,3.8,3.3,24.25
7,3.8,3.4,24.47
8,3.8,3.5,24.68
8,3.8,3.6,24.9
8,3.8,3.7,25.12
9,3.8,3.8,25.33
9,3.8,3.9,25.55
10,3.8,4,25.77
10,3.8,4.1,25.98
10,3.8,4.2,26.2
11,3.8,4.3,26.42
11,3.8,4.4,26.63
12,3.8,4.5,26.85
12,3.8,4.6,27.07
12,3.8,4.7,27.28
13,3.8,4.8,27.5
13,3.8,4.9,27.72
14,3.8,5,27.93
14,3.8,5.1,28.15
14,3.8,5.2,28.37
15,3.8,5.3,28.58
15,3.8,5.4,28.8
16,3.8,5.5,29.02
16,3.8,5.6,29.23
16,3.8,5.7,29.45
17,3.8,5.8,29.67
17,3.8,5.9,29.88
18,3.8,6,30.1
18,3.8,6.1,30.32
18,3.8,6.2,30.53
19,3.8,6.3,30.75
19,3.8,6.4,30.97
20,3.8,6.5,31.18
20,3.8,6.6,31.4
20,3.8,6.7,31.62
21,3.8,6.8,31.83
21,3.8,6.9,32.05
22,3.8,7,32.27
22,3.8,7.1,32.48
22,3.8,7.2,32.7
23,3.8,7.3,32.92
23,3.8,7.4,33.13
24,3.8,7.5,33.35
24,3.8,7.6,33.57
24,3.8,7.7,33.78
25,3.8,7.8,34
25,3.8,7.9,34.22
26,3.8,8,34.43
26,3.8,8.1,34.65
26,3.8,8.2,34.87
27,3.8,8.3,35.08
27,3.8,8.4,35.3
28,3.8,8.5,35.52
28,3.8,8.6,35.73
28,3.8,8.7,35.95
29,3.8,8.8,36.17
29,3.8,8.9,36.38
30,3.8,9,36.6
30,3.8,9.1,36.82
30,3.8,9.2,37.03
31,3.8,9.3,37.25
31,3.8,9.4,37.47
32,3.8,9.5,37.68
32,3.8,9.6,37.9
32,3.8,9.7,38.12
33,3.8,9.8,38.33
33,3.8,9.9,38.55
34,3.8,10,38.77
2,3.9,2,21.88
2,3.9,2.1,22.1
2,3.9,2.2,22.32
3,3.9,2.3,22.53
3,3.9,2.4,22.75
4,3.9,2.5,22.97
4,3.9,2.6,23.18
4,3.9,2.7,23.4
5,3.9,2.8,23.62
5,3.9,2.9,23.83
6,3.9,3,24.05
6,3.9,3.1,24.27
6,3.9,3.2,24.48
7,3.9,3.3,24.7
7,3.9,3.4,24.92
8,3.9,3.5,25.13
8,3.9,3.6,25.35
8,3.9,3.7,25.57
9,3.9,3.8,25.78
9,3.9,3.9,26
10,3.9,4,26.22
10,3.9,4.1,26.43
10,3.9,4.2,26.65
11,3.9,4.3,26.87
11,3.9,4.4,27.08
12,3.9,4.5,27.3
12,3.9,4.6,27.52
12,3.9,4.7,27.73
13,3.9,4.8,27.95
13,3.9,4.9,28.17
14,3.9,5,28.38
14,3.9,5.1,28.6
14,3.9,5.2,28.82
15,3.9,5.3,29.03
15,3.9,5.4,29.25
16,3.9,5.5,29.47
16,3.9,5.6,29.68
16,3.9,5.7,29.9
17,3.9,5.8,30.12
17,3.9,5.9,30.33
18,3.9,6,30.55
18,3.9,6.1,30.77
18,3.9,6.2,30.98
19,3.9,6.3,31.2
19,3.9,6.4,31.42
20,3.9,6.5,31.63
20,3.9,6.6,31.85
20,3.9,6.7,32.07
21,3.9,6.8,32.28
21,3.9,6.9,32.5
22,3.9,7,32.72
22,3.9,7.1,32.93
22,3.9,7.2,33.15
23,3.9,7.3,33.37
23,3.9,7.4,33.58
24,3.9,7.5,33.8
24,3.9,7.6,34.02
24,3.9,7.7,34.23
25,3.9,7.8,34.45
25,3.9,7.9,34.67
26,3.9,8,34.88
26,3.9,8.1,35.1
26,3.9,8.2,35.32
27,3.9,8.3,35.53
27,3.9,8.4,35.75
28,3.9,8.5,35.97
28,3.9,8.6,36.18
28,3.9,8.7,36.4
29,3.9,8.8,36.62
29,3.9,8.9,36.83
30,3.9,9,37.05
30,3.9,9.1,37.27
30,3.9,9.2,37.48
31,3.9,9.3,37.7
31,3.9,9.4,37.92
32,3.9,9.5,38.13
32,3.9,9.6,38.35
32,3.9,9.7,38.57
33,3.9,9.8,38.78
33,3.9,9.9,39
34,3.9,10,39.22
2,4,2,22.33
2,4,2.1,22.55
2,4,2.2,22.77
3,4,2.3,22.98
3,4,2.4,23.2
4,4,2.5,23.42
4,4,2.6,23.63
4,4,2.7,23.85
5,4,2.8,24.07
5,4,2.9,24.28
6,4,3,24.5
6,4,3.1,24.72
6,4,3.2,24.93
7,4,3.3,25.15
7,4,3.4,25.37
8,4,3.5,25.58
8,4,3.6,25.8
8,4,3.7,26.02
9,4,3.8,26.23
9,4,3.9,26.45
10,4,4,26.67
10,4,4.1,26.88
10,4,4.2,27.1
11,4,4.3,27.32
11,4,4.4,27.53
12,4,4.5,27.75
12,4,4.6,27.97
12,4,4.7,28.18
13,4,4.8,28.4
13,4,4.9,28.62
14,4,5,28.83
14,4,5.1,29.05
14,4,5.2,29.27
15,4,5.3,29.48
15,4,5.4,29.7
16,4,5.5,29.92
16,4,5.6,30.13
16,4,5.7,30.35
17,4,5.8,30.57
17,4,5.9,30.78
18,4,6,31
18,4,6.1,31.22
18,4,6.2,31.43
19,4,6.3,31.65
19,4,6.4,31.87
20,4,6.5,32.08
20,4,6.6,32.3
20,4,6.7,32.52
21,4,6.8,32.73
21,4,6.9,32.95
22,4,7,33.17
22,4,7.1,33.38
22,4,7.2,33.6
23,4,7.3,33.82
23,4,7.4,34.03
24,4,7.5,34.25
24,4,7.6,34.47
24,4,7.7,34.68
25,4,7.8,34.9
25,4,7.9,35.12
26,4,8,35.33
26,4,8.1,35.55
26,4,8.2,35.77
27,4,8.3,35.98
27,4,8.4,36.2
28,4,8.5,36.42
28,4,8.6,36.63
28,4,8.7,36.85
29,4,8.8,37.07
29,4,8.9,37.28
30,4,9,37.5
30,4,9.1,37.72
30,4,9.2,37.93
31,4,9.3,38.15
31,4,9.4,38.37
32,4,9.5,38.58
32,4,9.6,38.8
32,4,9.7,39.02
33,4,9.8,39.23
33,4,9.9,39.45
34,4,10,39.67
1,4.1,2,22.78
2,4.1,2.1,23
2,4.1,2.2,23.22
3,4.1,2.3,23.43
3,4.1,2.4,23.65
3,4.1,2.5,23.87
4,4.1,2.6,24.08
4,4.1,2.7,24.3
5,4.1,2.8,24.52
5,4.1,2.9,24.73
5,4.1,3,24.95
6,4.1,3.1,25.17
6,4.1,3.2,25.38
7,4.1,3.3,25.6
7,4.1,3.4,25.82
7,4.1,3.5,26.03
8,4.1,3.6,26.25
8,4.1,3.7,26.47
9,4.1,3.8,26.68
9,4.1,3.9,26.9
9,4.1,4,27.12
10,4.1,4.1,27.33
10,4.1,4.2,27.55
11,4.1,4.3,27.77
11,4.1,4.4,27.98
11,4.1,4.5,28.2
12,4.1,4.6,28.42
12,4.1,4.7,28.63
13,4.1,4.8,28.85
13,4.1,4.9,29.07
13,4.1,5,29.28
14,4.1,5.1,29.5
14,4.1,5.2,29.72
15,4.1,5.3,29.93
15,4.1,5.4,30.15
15,4.1,5.5,30.37
16,4.1,5.6,30.58
16,4.1,5.7,30.8
17,4.1,5.8,31.02
17,4.1,5.9,31.23
17,4.1,6,31.45
18,4.1,6.1,31.67
18,4.1,6.2,31.88
19,4.1,6.3,32.1
19,4.1,6.4,32.32
19,4.1,6.5,32.53
20,4.1,6.6,32.75
20,4.1,6.7,32.97
21,4.1,6.8,33.18
21,4.1,6.9,33.4
21,4.1,7,33.62
22,4.1,7.1,33.83
22,4.1,7.2,34.05
23,4.1,7.3,34.27
23,4.1,7.4,34.48
23,4.1,7.5,34.7
24,4.1,7.6,34.92
24,4.1,7.7,35.13
25,4.1,7.8,35.35
25,4.1,7.9,35.57
25,4.1,8,35.78
26,4.1,8.1,36
26,4.1,8.2,36.22
27,4.1,8.3,36.43
27,4.1,8.4,36.65
27,4.1,8.5,36.87
28,4.1,8.6,37.08
28,4.1,8.7,37.3
29,4.1,8.8,37.52
29,4.1,8.9,37.73
29,4.1,9,37.95
30,4.1,9.1,38.17
30,4.1,9.2,38.38
31,4.1,9.3,38.6
31,4.1,9.4,38.82
31,4.1,9.5,39.03
32,4.1,9.6,39.25
32,4.1,9.7,39.47
33,4.1,9.8,39.68
33,4.1,9.9,39.9
33,4.1,10,40.12
1,4.2,2,23.23
2,4.2,2.1,23.45
2,4.2,2.2,23.67
3,4.2,2.3,23.88
3,4.2,2.4,24.1
3,4.2,2.5,24.32
4,4.2,2.6,24.53
4,4.2,2.7,24.75
5,4.2,2.8,24.97
5,4.2,2.9,25.18
5,4.2,3,25.4
6,4.2,3.1,25.62
6,4.2,3.2,25.83
7,4.2,3.3,26.05
7,4.2,3.4,26.27
7,4.2,3.5,26.48
8,4.2,3.6,26.7
8,4.2,3.7,26.92
9,4.2,3.8,27.13
9,4.2,3.9,27.35
9,4.2,4,27.57
10,4.2,4.1,27.78
10,4.2,4.2,28
11,4.2,4.3,28.22
11,4.2,4.4,28.43
11,4.2,4.5,28.65
12,4.2,4.6,28.87
12,4.2,4.7,29.08
13,4.2,4.8,29.3
13,4.2,4.9,29.52
13,4.2,5,29.73
14,4.2,5.1,29.95
14,4.2,5.2,30.17
15,4.2,5.3,30.38
15,4.2,5.4,30.6
15,4.2,5.5,30.82
16,4.2,5.6,31.03
16,4.2,5.7,31.25
17,4.2,5.8,31.47
17,4.2,5.9,31.68
17,4.2,6,31.9
18,4.2,6.1,32.12
18,4.2,6.2,32.33
19,4.2,6.3,32.55
19,4.2,6.4,32.77
19,4.2,6.5,32.98
20,4.2,6.6,33.2
20,4.2,6.7,33.42
21,4.2,6.8,33.63
21,4.2,6.9,33.85
21,4.2,7,34.07
22,4.2,7.1,34.28
22,4.2,7.2,34.5
23,4.2,7.3,34.72
23,4.2,7.4,34.93
23,4.2,7.5,35.15
24,4.2,7.6,35.37
24,4.2,7.7,35.58
25,4.2,7.8,35.8
25,4.2,7.9,36.02
25,4.2,8,36.23
26,4.2,8.1,36.45
26,4.2,8.2,36.67
27,4.2,8.3,36.88
27,4.2,8.4,37.1
27,4.2,8.5,37.32
28,4.2,8.6,37.53
28,4.2,8.7,37.75
29,4.2,8.8,37.97
29,4.2,8.9,38.18
29,4.2,9,38.4
30,4.2,9.1,38.62
30,4.2,9.2,38.83
31,4.2,9.3,39.05
31,4.2,9.4,39.27
31,4.2,9.5,39.48
32,4.2,9.6,39.7
32,4.2,9.7,39.92
33,4.2,9.8,40.13
33,4.2,9.9,40.35
33,4.2,10,40.57
1,4.3,2,23.68
2,4.3,2.1,23.9
2,4.3,2.2,24.12
2,4.3,2.3,24.33
3,4.3,2.4,24.55
3,4.3,2.5,24.77
4,4.3,2.6,24.98
4,4.3,2.7,25.2
4,4.3,2.8,25.42
5,4.3,2.9,25.63
5,4.3,3,25.85
6,4.3,3.1,26.07
6,4.3,3.2,26.28
6,4.3,3.3,26.5
7,4.3,3.4,26.72
7,4.3,3.5,26.93
8,4.3,3.6,27.15
8,4.3,3.7,27.37
8,4.3,3.8,27.58
9,4.3,3.9,27.8
9,4.3,4,28.02
10,4.3,4.1,28.23
10,4.3,4.2,28.45
10,4.3,4.3,28.67
11,4.3,4.4,28.88
11,4.3,4.5,29.1
12,4.3,4.6,29.32
12,4.3,4.7,29.53
12,4.3,4.8,29.75
13,4.3,4.9,29.97
13,4.3,5,30.18
14,4.3,5.1,30.4
14,4.3,5.2,30.62
14,4.3,5.3,30.83
15,4.3,5.4,31.05
15,4.3,5.5,31.27
16,4.3,5.6,31.48
16,4.3,5.7,31.7
16,4.3,5.8,31.92
17,4.3,5.9,32.13
17,4.3,6,32.35
18,4.3,6.1,32.57
18,4.3,6.2,32.78
18,4.3,6.3,33
19,4.3,6.4,33.22
19,4.3,6.5,33.43
20,4.3,6.6,33.65
20,4.3,6.7,33.87
20,4.3,6.8,34.08
21,4.3,6.9,34.3
21,4.3,7,34.52
22,4.3,7.1,34.73
22,4.3,7.2,34.95
22,4.3,7.3,35.17
23,4.3,7.4,35.38
23,4.3,7.5,35.6
24,4.3,7.6,35.82
24,4.3,7.7,36.03
24,4.3,7.8,36.25
25,4.3,7.9,36.47
25,4.3,8,36.68
26,4.3,8.1,36.9
26,4.3,8.2,37.12
26,4.3,8.3,37.33
27,4.3,8.4,37.55
27,4.3,8.5,37.77
28,4.3,8.6,37.98
28,4.3,8.7,38.2
28,4.3,8.8,38.42
29,4.3,8.9,38.63
29,4.3,9,38.85
30,4.3,9.1,39.07
30,4.3,9.2,39.28
30,4.3,9.3,39.5
31,4.3,9.4,39.72
31,4.3,9.5,39.93
32,4.3,9.6,40.15
32,4.3,9.7,40.37
32,4.3,9.8,40.58
33,4.3,9.9,40.8
33,4.3,10,41.02
1,4.4,2,24.13
2,4.4,2.1,24.35
2,4.4,2.2,24.57
2,4.4,2.3,24.78
3,4.4,2.4,25
3,4.4,2.5,25.22
4,4.4,2.6,25.43
4,4.4,2.7,25.65
4,4.4,2.8,25.87
5,4.4,2.9,26.08
5,4.4,3,26.3
6,4.4,3.1,26.52
6,4.4,3.2,26.73
6,4.4,3.3,26.95
7,4.4,3.4,27.17
7,4.4,3.5,27.38
8,4.4,3.6,27.6
8,4.4,3.7,27.82
8,4.4,3.8,28.03
9,4.4,3.9,28.25
9,4.4,4,28.47
10,4.4,4.1,28.68
10,4.4,4.2,28.9
10,4.4,4.3,29.12
11,4.4,4.4,29.33
11,4.4,4.5,29.55
12,4.4,4.6,29.77
12,4.4,4.7,29.98
12,4.4,4.8,30.2
13,4.4,4.9,30.42
13,4.4,5,30.63
14,4.4,5.1,30.85
14,4.4,5.2,31.07
14,4.4,5.3,31.28
15,4.4,5.4,31.5
15,4.4,5.5,31.72
16,4.4,5.6,31.93
16,4.4,5.7,32.15
16,4.4,5.8,32.37
17,4.4,5.9,32.58
17,4.4,6,32.8
18,4.4,6.1,33.02
18,4.4,6.2,33.23
18,4.4,6.3,33.45
19,4.4,6.4,33.67
19,4.4,6.5,33.88
20,4.4,6.6,34.1
20,4.4,6.7,34.32
20,4.4,6.8,34.53
21,4.4,6.9,34.75
21,4.4,7,34.97
22,4.4,7.1,35.18
22,4.4,7.2,35.4
22,4.4,7.3,35.62
23,4.4,7.4,35.83
23,4.4,7.5,36.05
24,4.4,7.6,36.27
24,4.4,7.7,36.48
24,4.4,7.8,36.7
25,4.4,7.9,36.92
25,4.4,8,37.13
26,4.4,8.1,37.35
26,4.4,8.2,37.57
26,4.4,8.3,37.78
27,4.4,8.4,38
27,4.4,8.5,38.22
28,4.4,8.6,38.43
28,4.4,8.7,38.65
28,4.4,8.8,38.87
29,4.4,8.9,39.08
29,4.4,9,39.3
30,4.4,9.1,39.52
30,4.4,9.2,39.73
30,4.4,9.3,39.95
31,4.4,9.4,40.17
31,4.4,9.5,40.38
32,4.4,9.6,40.6
32,4.4,9.7,40.82
32,4.4,9.8,41.03
33,4.4,9.9,41.25
33,4.4,10,41.47
1,4.5,2,24.58
2,4.5,2.1,24.8
2,4.5,2.2,25.02
2,4.5,2.3,25.23
3,4.5,2.4,25.45
3,4.5,2.5,25.67
4,4.5,2.6,25.88
4,4.5,2.7,26.1
4,4.5,2.8,26.32
5,4.5,2.9,26.53
5,4.5,3,26.75
6,4.5,3.1,26.97
6,4.5,3.2,27.18
6,4.5,3.3,27.4
7,4.5,3.4,27.62
7,4.5,3.5,27.83
8,4.5,3.6,28.05
8,4.5,3.7,28.27
8,4.5,3.8,28.48
9,4.5,3.9,28.7
9,4.5,4,28.92
10,4.5,4.1,29.13
10,4.5,4.2,29.35
10,4.5,4.3,29.57
11,4.5,4.4,29.78
11,4.5,4.5,30
12,4.5,4.6,30.22
12,4.5,4.7,30.43
12,4.5,4.8,30.65
13,4.5,4.9,30.87
13,4.5,5,31.08
14,4.5,5.1,31.3
14,4.5,5.2,31.52
14,4.5,5.3,31.73
15,4.5,5.4,31.95
15,4.5,5.5,32.17
16,4.5,5.6,32.38
16,4.5,5.7,32.6
16,4.5,5.8,32.82
17,4.5,5.9,33.03
