CLR,FAT,SNF,RATE
6,5.8,3.6,33.9
7,5.8,3.7,34.12
7,5.8,3.8,34.33
8,5.8,3.9,34.55
8,5.8,4,34.77
8,5.8,4.1,34.98
9,5.8,4.2,35.2
9,5.8,4.3,35.42
10,5.8,4.4,35.63
10,5.8,4.5,35.85
10,5.8,4.6,36.07
11,5.8,4.7,36.28
11,5.8,4.8,36.5
12,5.8,4.9,36.72
12,5.8,5,36.93
12,5.8,5.1,37.15
13,5.8,5.2,37.37
13,5.8,5.3,37.58
14,5.8,5.4,37.8
14,5.8,5.5,38.02
14,5.8,5.6,38.23
15,5.8,5.7,38.45
15,5.8,5.8,38.67
16,5.8,5.9,38.88
16,5.8,6,39.1
16,5.8,6.1,39.32
17,5.8,6.2,39.53
17,5.8,6.3,39.75
18,5.8,6.4,39.97
18,5.8,6.5,40.18
18,5.8,6.6,40.4
19,5.8,6.7,40.62
19,5.8,6.8,40.83
20,5.8,6.9,41.05
20,5.8,7,41.27
20,5.8,7.1,41.48
21,5.8,7.2,41.7
21,5.8,7.3,41.92
22,5.8,7.4,42.13
22,5.8,7.5,42.35
22,5.8,7.6,42.57
23,5.8,7.7,42.78
23,5.8,7.8,43
24,5.8,7.9,43.22
24,5.8,8,43.43
24,5.8,8.1,43.65
25,5.8,8.2,43.87
25,5.8,8.3,44.08
26,5.8,8.4,44.3
26,5.8,8.5,44.52
26,5.8,8.6,44.73
27,5.8,8.7,44.95
27,5.8,8.8,45.17
28,5.8,8.9,45.38
28,5.8,9,45.6
28,5.8,9.1,45.82
29,5.8,9.2,46.03
29,5.8,9.3,46.25
30,5.8,9.4,46.47
30,5.8,9.5,46.68
30,5.8,9.6,46.9
31,5.8,9.7,47.12
31,5.8,9.8,47.33
32,5.8,9.9,47.55
32,5.8,10,47.77
0,5.9,2,30.88
0,5.9,2.1,31.1
1,5.9,2.2,31.32
1,5.9,2.3,31.53
2,5.9,2.4,31.75
2,5.9,2.5,31.97
2,5.9,2.6,32.18
3,5.9,2.7,32.4
3,5.9,2.8,32.62
4,5.9,2.9,32.83
4,5.9,3,33.05
4,5.9,3.1,33.27
5,5.9,3.2,33.48
5,5.9,3.3,33.7
6,5.9,3.4,33.92
6,5.9,3.5,34.13
6,5.9,3.6,34.35
7,5.9,3.7,34.57
7,5.9,3.8,34.78
8,5.9,3.9,35
8,5.9,4,35.22
8,5.9,4.1,35.43
9,5.9,4.2,35.65
9,5.9,4.3,35.87
10,5.9,4.4,36.08
10,5.9,4.5,36.3
10,5.9,4.6,36.52
11,5.9,4.7,36.73
11,5.9,4.8,36.95
12,5.9,4.9,37.17
12,5.9,5,37.38
12,5.9,5.1,37.6
13,5.9,5.2,37.82
13,5.9,5.3,38.03
14,5.9,5.4,38.25
14,5.9,5.5,38.47
14,5.9,5.6,38.68
15,5.9,5.7,38.9
15,5.9,5.8,39.12
16,5.9,5.9,39.33
16,5.9,6,39.55
16,5.9,6.1,39.77
17,5.9,6.2,39.98
17,5.9,6.3,40.2
18,5.9,6.4,40.42
18,5.9,6.5,40.63
18,5.9,6.6,40.85
19,5.9,6.7,41.07
19,5.9,6.8,41.28
20,5.9,6.9,41.5
20,5.9,7,41.72
20,5.9,7.1,41.93
21,5.9,7.2,42.15
21,5.9,7.3,42.37
22,5.9,7.4,42.58
22,5.9,7.5,42.8
22,5.9,7.6,43.02
23,5.9,7.7,43.23
23,5.9,7.8,43.45
24,5.9,7.9,43.67
24,5.9,8,43.88
24,5.9,8.1,44.1
25,5.9,8.2,44.32
25,5.9,8.3,44.53
26,5.9,8.4,44.75
26,5.9,8.5,44.97
26,5.9,8.6,45.18
27,5.9,8.7,45.4
27,5.9,8.8,45.62
28,5.9,8.9,45.83
28,5.9,9,46.05
28,5.9,9.1,46.27
29,5.9,9.2,46.48
29,5.9,9.3,46.7
30,5.9,9.4,46.92
30,5.9,9.5,47.13
30,5.9,9.6,47.35
31,5.9,9.7,47.57
31,5.9,9.8,47.78
32,5.9,9.9,48
32,5.9,10,48.22
0,6,2,31.33
0,6,2.1,31.55
1,6,2.2,31.77
1,6,2.3,31.98
2,6,2.4,32.2
2,6,2.5,32.42
2,6,2.6,32.63
3,6,2.7,32.85
3,6,2.8,33.07
4,6,2.9,33.28
4,6,3,33.5
4,6,3.1,33.72
5,6,3.2,33.93
5,6,3.3,34.15
6,6,3.4,34.37
6,6,3.5,34.58
6,6,3.6,34.8
7,6,3.7,35.02
7,6,3.8,35.23
8,6,3.9,35.45
8,6,4,35.67
8,6,4.1,35.88
9,6,4.2,36.1
9,6,4.3,36.32
10,6,4.4,36.53
10,6,4.5,36.75
10,6,4.6,36.97
11,6,4.7,37.18
11,6,4.8,37.4
12,6,4.9,37.62
12,6,5,37.83
12,6,5.1,38.05
13,6,5.2,38.27
13,6,5.3,38.48
14,6,5.4,38.7
14,6,5.5,38.92
14,6,5.6,39.13
15,6,5.7,39.35
15,6,5.8,39.57
16,6,5.9,39.78
16,6,6,40
16,6,6.1,40.22
17,6,6.2,40.43
17,6,6.3,40.65
18,6,6.4,40.87
18,6,6.5,41.08
18,6,6.6,41.3
19,6,6.7,41.52
19,6,6.8,41.73
20,6,6.9,41.95
20,6,7,42.17
20,6,7.1,42.38
21,6,7.2,42.6
21,6,7.3,42.82
22,6,7.4,43.03
22,6,7.5,43.25
22,6,7.6,43.47
23,6,7.7,43.68
23,6,7.8,43.9
24,6,7.9,44.12
24,6,8,44.33
24,6,8.1,44.55
25,6,8.2,44.77
25,6,8.3,44.98
26,6,8.4,45.2
26,6,8.5,45.42
26,6,8.6,45.63
27,6,8.7,45.85
27,6,8.8,46.07
28,6,8.9,46.28
28,6,9,46.5
28,6,9.1,46.72
29,6,9.2,46.93
29,6,9.3,47.15
30,6,9.4,47.37
30,6,9.5,47.58
30,6,9.6,47.8
31,6,9.7,48.02
31,6,9.8,48.23
32,6,9.9,48.45
32,6,10,48.67
0,6.1,2,31.78
0,6.1,2.1,32
1,6.1,2.2,32.22
1,6.1,2.3,32.43
1,6.1,2.4,32.65
2,6.1,2.5,32.87
2,6.1,2.6,33.08
3,6.1,2.7,33.3
3,6.1,2.8,33.52
3,6.1,2.9,33.73
4,6.1,3,33.95
4,6.1,3.1,34.17
5,6.1,3.2,34.38
5,6.1,3.3,34.6
5,6.1,3.4,34.82
6,6.1,3.5,35.03
6,6.1,3.6,35.25
7,6.1,3.7,35.47
7,6.1,3.8,35.68
7,6.1,3.9,35.9
8,6.1,4,36.12
8,6.1,4.1,36.33
9,6.1,4.2,36.55
9,6.1,4.3,36.77
9,6.1,4.4,36.98
10,6.1,4.5,37.2
10,6.1,4.6,37.42
11,6.1,4.7,37.63
11,6.1,4.8,37.85
11,6.1,4.9,38.07
12,6.1,5,38.28
12,6.1,5.1,38.5
13,6.1,5.2,38.72
13,6.1,5.3,38.93
13,6.1,5.4,39.15
14,6.1,5.5,39.37
14,6.1,5.6,39.58
15,6.1,5.7,39.8
15,6.1,5.8,40.02
15,6.1,5.9,40.23
16,6.1,6,40.45
16,6.1,6.1,40.67
17,6.1,6.2,40.88
17,6.1,6.3,41.1
17,6.1,6.4,41.32
18,6.1,6.5,41.53
18,6.1,6.6,41.75
19,6.1,6.7,41.97
19,6.1,6.8,42.18
19,6.1,6.9,42.4
20,6.1,7,42.62
20,6.1,7.1,42.83
21,6.1,7.2,43.05
21,6.1,7.3,43.27
21,6.1,7.4,43.48
22,6.1,7.5,43.7
22,6.1,7.6,43.92
23,6.1,7.7,44.13
23,6.1,7.8,44.35
23,6.1,7.9,44.57
24,6.1,8,44.78
24,6.1,8.1,45
25,6.1,8.2,45.22
25,6.1,8.3,45.43
25,6.1,8.4,45.65
26,6.1,8.5,45.87
26,6.1,8.6,46.08
27,6.1,8.7,46.3
27,6.1,8.8,46.52
27,6.1,8.9,46.73
28,6.1,9,46.95
28,6.1,9.1,47.17
29,6.1,9.2,47.38
29,6.1,9.3,47.6
29,6.1,9.4,47.82
30,6.1,9.5,48.03
30,6.1,9.6,48.25
31,6.1,9.7,48.47
31,6.1,9.8,48.68
31,6.1,9.9,48.9
32,6.1,10,49.12
0,6.2,2,32.23
0,6.2,2.1,32.45
1,6.2,2.2,32.67
1,6.2,2.3,32.88
1,6.2,2.4,33.1
2,6.2,2.5,33.32
2,6.2,2.6,33.53
3,6.2,2.7,33.75
3,6.2,2.8,33.97
3,6.2,2.9,34.18
4,6.2,3,34.4
4,6.2,3.1,34.62
5,6.2,3.2,34.83
5,6.2,3.3,35.05
5,6.2,3.4,35.27
6,6.2,3.5,35.48
6,6.2,3.6,35.7
7,6.2,3.7,35.92
7,6.2,3.8,36.13
7,6.2,3.9,36.35
8,6.2,4,36.57
8,6.2,4.1,36.78
9,6.2,4.2,37
9,6.2,4.3,37.22
9,6.2,4.4,37.43
10,6.2,4.5,37.65
10,6.2,4.6,37.87
11,6.2,4.7,38.08
11,6.2,4.8,38.3
11,6.2,4.9,38.52
12,6.2,5,38.73
12,6.2,5.1,38.95
13,6.2,5.2,39.17
13,6.2,5.3,39.38
13,6.2,5.4,39.6
14,6.2,5.5,39.82
14,6.2,5.6,40.03
15,6.2,5.7,40.25
15,6.2,5.8,40.47
15,6.2,5.9,40.68
16,6.2,6,40.9
16,6.2,6.1,41.12
17,6.2,6.2,41.33
17,6.2,6.3,41.55
17,6.2,6.4,41.77
18,6.2,6.5,41.98
18,6.2,6.6,42.2
19,6.2,6.7,42.42
19,6.2,6.8,42.63
19,6.2,6.9,42.85
20,6.2,7,43.07
20,6.2,7.1,43.28
21,6.2,7.2,43.5
21,6.2,7.3,43.72
21,6.2,7.4,43.93
22,6.2,7.5,44.15
22,6.2,7.6,44.37
23,6.2,7.7,44.58
23,6.2,7.8,44.8
23,6.2,7.9,45.02
24,6.2,8,45.23
24,6.2,8.1,45.45
25,6.2,8.2,45.67
25,6.2,8.3,45.88
25,6.2,8.4,46.1
26,6.2,8.5,46.32
26,6.2,8.6,46.53
27,6.2,8.7,46.75
27,6.2,8.8,46.97
27,6.2,8.9,47.18
28,6.2,9,47.4
28,6.2,9.1,47.62
29,6.2,9.2,47.83
29,6.2,9.3,48.05
29,6.2,9.4,48.27
30,6.2,9.5,48.48
30,6.2,9.6,48.7
31,6.2,9.7,48.92
31,6.2,9.8,49.13
31,6.2,9.9,49.35
32,6.2,10,49.57
0,6.3,2,32.68
0,6.3,2.1,32.9
0,6.3,2.2,33.12
1,6.3,2.3,33.33
1,6.3,2.4,33.55
2,6.3,2.5,33.77
2,6.3,2.6,33.98
2,6.3,2.7,34.2
3,6.3,2.8,34.42
3,6.3,2.9,34.63
4,6.3,3,34.85
4,6.3,3.1,35.07
4,6.3,3.2,35.28
5,6.3,3.3,35.5
5,6.3,3.4,35.72
6,6.3,3.5,35.93
6,6.3,3.6,36.15
6,6.3,3.7,36.37
7,6.3,3.8,36.58
7,6.3,3.9,36.8
8,6.3,4,37.02
8,6.3,4.1,37.23
8,6.3,4.2,37.45
9,6.3,4.3,37.67
9,6.3,4.4,37.88
10,6.3,4.5,38.1
10,6.3,4.6,38.32
10,6.3,4.7,38.53
11,6.3,4.8,38.75
11,6.3,4.9,38.97
12,6.3,5,39.18
12,6.3,5.1,39.4
12,6.3,5.2,39.62
13,6.3,5.3,39.83
13,6.3,5.4,40.05
14,6.3,5.5,40.27
14,6.3,5.6,40.48
14,6.3,5.7,40.7
15,6.3,5.8,40.92
15,6.3,5.9,41.13
16,6.3,6,41.35
16,6.3,6.1,41.57
16,6.3,6.2,41.78
17,6.3,6.3,42
17,6.3,6.4,42.22
18,6.3,6.5,42.43
18,6.3,6.6,42.65
18,6.3,6.7,42.87
19,6.3,6.8,43.08
19,6.3,6.9,43.3
20,6.3,7,43.52
20,6.3,7.1,43.73
20,6.3,7.2,43.95
21,6.3,7.3,44.17
21,6.3,7.4,44.38
22,6.3,7.5,44.6
22,6.3,7.6,44.82
22,6.3,7.7,45.03
23,6.3,7.8,45.25
23,6.3,7.9,45.47
24,6.3,8,45.68
24,6.3,8.1,45.9
24,6.3,8.2,46.12
25,6.3,8.3,46.33
25,6.3,8.4,46.55
26,6.3,8.5,46.77
26,6.3,8.6,46.98
26,6.3,8.7,47.2
27,6.3,8.8,47.42
27,6.3,8.9,47.63
28,6.3,9,47.85
28,6.3,9.1,48.07
28,6.3,9.2,48.28
29,6.3,9.3,48.5
29,6.3,9.4,48.72
30,6.3,9.5,48.93
30,6.3,9.6,49.15
30,6.3,9.7,49.37
31,6.3,9.8,49.58
31,6.3,9.9,49.8
32,6.3,10,50.02
0,6.4,2,33.13
0,6.4,2.1,33.35
0,6.4,2.2,33.57
1,6.4,2.3,33.78
1,6.4,2.4,34
2,6.4,2.5,34.22
2,6.4,2.6,34.43
2,6.4,2.7,34.65
3,6.4,2.8,34.87
3,6.4,2.9,35.08
4,6.4,3,35.3
4,6.4,3.1,35.52
4,6.4,3.2,35.73
5,6.4,3.3,35.95
5,6.4,3.4,36.17
6,6.4,3.5,36.38
6,6.4,3.6,36.6
6,6.4,3.7,36.82
7,6.4,3.8,37.03
7,6.4,3.9,37.25
8,6.4,4,37.47
8,6.4,4.1,37.68
8,6.4,4.2,37.9
9,6.4,4.3,38.12
9,6.4,4.4,38.33
10,6.4,4.5,38.55
10,6.4,4.6,38.77
10,6.4,4.7,38.98
11,6.4,4.8,39.2
11,6.4,4.9,39.42
12,6.4,5,39.63
12,6.4,5.1,39.85
12,6.4,5.2,40.07
13,6.4,5.3,40.28
13,6.4,5.4,40.5
14,6.4,5.5,40.72
14,6.4,5.6,40.93
14,6.4,5.7,41.15
15,6.4,5.8,41.37
15,6.4,5.9,41.58
16,6.4,6,41.8
16,6.4,6.1,42.02
16,6.4,6.2,42.23
17,6.4,6.3,42.45
17,6.4,6.4,42.67
18,6.4,6.5,42.88
18,6.4,6.6,43.1
18,6.4,6.7,43.32
19,6.4,6.8,43.53
19,6.4,6.9,43.75
20,6.4,7,43.97
20,6.4,7.1,44.18
20,6.4,7.2,44.4
21,6.4,7.3,44.62
21,6.4,7.4,44.83
22,6.4,7.5,45.05
22,6.4,7.6,45.27
22,6.4,7.7,45.48
23,6.4,7.8,45.7
23,6.4,7.9,45.92
24,6.4,8,46.13
24,6.4,8.1,46.35
24,6.4,8.2,46.57
25,6.4,8.3,46.78
25,6.4,8.4,47
26,6.4,8.5,47.22
26,6.4,8.6,47.43
26,6.4,8.7,47.65
27,6.4,8.8,47.87
27,6.4,8.9,48.08
28,6.4,9,48.3
28,6.4,9.1,48.52
28,6.4,9.2,48.73
29,6.4,9.3,48.95
29,6.4,9.4,49.17
30,6.4,9.5,49.38
30,6.4,9.6,49.6
30,6.4,9.7,49.82
31,6.4,9.8,50.03
31,6.4,9.9,50.25
32,6.4,10,50.47
0,6.5,2,33.58
0,6.5,2.1,33.8
0,6.5,2.2,34.02
1,6.5,2.3,34.23
1,6.5,2.4,34.45
2,6.5,2.5,34.67
2,6.5,2.6,34.88
2,6.5,2.7,35.1
3,6.5,2.8,35.32
3,6.5,2.9,35.53
4,6.5,3,35.75
4,6.5,3.1,35.97
4,6.5,3.2,36.18
5,6.5,3.3,36.4
5,6.5,3.4,36.62
6,6.5,3.5,36.83
6,6.5,3.6,37.05
6,6.5,3.7,37.27
7,6.5,3.8,37.48
7,6.5,3.9,37.7
8,6.5,4,37.92
8,6.5,4.1,38.13
8,6.5,4.2,38.35
9,6.5,4.3,38.57
9,6.5,4.4,38.78
10,6.5,4.5,39
10,6.5,4.6,39.22
10,6.5,4.7,39.43
11,6.5,4.8,39.65
11,6.5,4.9,39.87
12,6.5,5,40.08
12,6.5,5.1,40.3
12,6.5,5.2,40.52
13,6.5,5.3,40.73
13,6.5,5.4,40.95
14,6.5,5.5,41.17
14,6.5,5.6,41.38
14,6.5,5.7,41.6
15,6.5,5.8,41.82
15,6.5,5.9,42.03
16,6.5,6,42.25
16,6.5,6.1,42.47
16,6.5,6.2,42.68
17,6.5,6.3,42.9
17,6.5,6.4,43.12
18,6.5,6.5,43.33
18,6.5,6.6,43.55
18,6.5,6.7,43.77
19,6.5,6.8,43.98
19,6.5,6.9,44.2
20,6.5,7,44.42
20,6.5,7.1,44.63
20,6.5,7.2,44.85
21,6.5,7.3,45.07
21,6.5,7.4,45.28
22,6.5,7.5,45.5
22,6.5,7.6,45.72
22,6.5,7.7,45.93
23,6.5,7.8,46.15
23,6.5,7.9,46.37
24,6.5,8,46.58
24,6.5,8.1,46.8
24,6.5,8.2,47.02
25,6.5,8.3,47.23
25,6.5,8.4,47.45
26,6.5,8.5,47.67
26,6.5,8.6,47.88
26,6.5,8.7,48.1
27,6.5,8.8,48.32
27,6.5,8.9,48.53
28,6.5,9,48.75
28,6.5,9.1,48.97
28,6.5,9.2,49.18
29,6.5,9.3,49.4
29,6.5,9.4,49.62
30,6.5,9.5,49.83
30,6.5,9.6,50.05
30,6.5,9.7,50.27
31,6.5,9.8,50.48
31,6.5,9.9,50.7
32,6.5,10,50.92
0,6.6,2,34.03
0,6.6,2.1,34.25
0,6.6,2.2,34.47
1,6.6,2.3,34.68
1,6.6,2.4,34.9
1,6.6,2.5,35.12
2,6.6,2.6,35.33
2,6.6,2.7,35.55
3,6.6,2.8,35.77
3,6.6,2.9,35.98
3,6.6,3,36.2
4,6.6,3.1,36.42
4,6.6,3.2,36.63
5,6.6,3.3,36.85
5,6.6,3.4,37.07
5,6.6,3.5,37.28
6,6.6,3.6,37.5
6,6.6,3.7,37.72
7,6.6,3.8,37.93
7,6.6,3.9,38.15
7,6.6,4,38.37
8,6.6,4.1,38.58
8,6.6,4.2,38.8
9,6.6,4.3,39.02
9,6.6,4.4,39.23
9,6.6,4.5,39.45
10,6.6,4.6,39.67
10,6.6,4.7,39.88
11,6.6,4.8,40.1
11,6.6,4.9,40.32
11,6.6,5,40.53
12,6.6,5.1,40.75
12,6.6,5.2,40.97
13,6.6,5.3,41.18
13,6.6,5.4,41.4
13,6.6,5.5,41.62
14,6.6,5.6,41.83
14,6.6,5.7,42.05
15,6.6,5.8,42.27
15,6.6,5.9,42.48
15,6.6,6,42.7
16,6.6,6.1,42.92
16,6.6,6.2,43.13
17,6.6,6.3,43.35
17,6.6,6.4,43.57
17,6.6,6.5,43.78
18,6.6,6.6,44
18,6.6,6.7,44.22
19,6.6,6.8,44.43
19,6.6,6.9,44.65
19,6.6,7,44.87
20,6.6,7.1,45.08
20,6.6,7.2,45.3
21,6.6,7.3,45.52
21,6.6,7.4,45.73
21,6.6,7.5,45.95
22,6.6,7.6,46.17
22,6.6,7.7,46.38
23,6.6,7.8,46.6
23,6.6,7.9,46.82
23,6.6,8,47.03
24,6.6,8.1,47.25
24,6.6,8.2,47.47
25,6.6,8.3,47.68
25,6.6,8.4,47.9
25,6.6,8.5,48.12
26,6.6,8.6,48.33
26,6.6,8.7,48.55
27,6.6,8.8,48.77
27,6.6,8.9,48.98
27,6.6,9,49.2
28,6.6,9.1,49.42
28,6.6,9.2,49.63
29,6.6,9.3,49.85
29,6.6,9.4,50.07
29,6.6,9.5,50.28
30,6.6,9.6,50.5
30,6.6,9.7,50.72
31,6.6,9.8,50.93
31,6.6,9.9,51.15
31,6.6,10,51.37
0,6.7,2,34.48
0,6.7,2.1,34.7
0,6.7,2.2,34.92
1,6.7,2.3,35.13
1,6.7,2.4,35.35
1,6.7,2.5,35.57
2,6.7,2.6,35.78
2,6.7,2.7,36
3,6.7,2.8,36.22
3,6.7,2.9,36.43
3,6.7,3,36.65
4,6.7,3.1,36.87
4,6.7,3.2,37.08
5,6.7,3.3,37.3
5,6.7,3.4,37.52
5,6.7,3.5,37.73
6,6.7,3.6,37.95
6,6.7,3.7,38.17
7,6.7,3.8,38.38
7,6.7,3.9,38.6
7,6.7,4,38.82
8,6.7,4.1,39.03
8,6.7,4.2,39.25
9,6.7,4.3,39.47
9,6.7,4.4,39.68
9,6.7,4.5,39.9
10,6.7,4.6,40.12
10,6.7,4.7,40.33
11,6.7,4.8,40.55
11,6.7,4.9,40.77
11,6.7,5,40.98
12,6.7,5.1,41.2
12,6.7,5.2,41.42
13,6.7,5.3,41.63
13,6.7,5.4,41.85
13,6.7,5.5,42.07
14,6.7,5.6,42.28
14,6.7,5.7,42.5
15,6.7,5.8,42.72
15,6.7,5.9,42.93
15,6.7,6,43.15
16,6.7,6.1,43.37
16,6.7,6.2,43.58
17,6.7,6.3,43.8
17,6.7,6.4,44.02
17,6.7,6.5,44.23
18,6.7,6.6,44.45
18,6.7,6.7,44.67
19,6.7,6.8,44.88
19,6.7,6.9,45.1
19,6.7,7,45.32
20,6.7,7.1,45.53
20,6.7,7.2,45.75
21,6.7,7.3,45.97
21,6.7,7.4,46.18
21,6.7,7.5,46.4
22,6.7,7.6,46.62
22,6.7,7.7,46.83
23,6.7,7.8,47.05
23,6.7,7.9,47.27
23,6.7,8,47.48
24,6.7,8.1,47.7
24,6.7,8.2,47.92
25,6.7,8.3,48.13
25,6.7,8.4,48.35
25,6.7,8.5,48.57
26,6.7,8.6,48.78
26,6.7,8.7,49
27,6.7,8.8,49.22
27,6.7,8.9,49.43
27,6.7,9,49.65
28,6.7,9.1,49.87
28,6.7,9.2,50.08
29,6.7,9.3,50.3
29,6.7,9.4,50.52
29,6.7,9.5,50.73
30,6.7,9.6,50.95
30,6.7,9.7,51.17
31,6.7,9.8,51.38
31,6.7,9.9,51.6
31,6.7,10,51.82
0,6.8,2,34.93
0,6.8,2.1,35.15
0,6.8,2.2,35.37
0,6.8,2.3,35.58
1,6.8,2.4,35.8
1,6.8,2.5,36.02
2,6.8,2.6,36.23
2,6.8,2.7,36.45
2,6.8,2.8,36.67
3,6.8,2.9,36.88
3,6.8,3,37.1
4,6.8,3.1,37.32
4,6.8,3.2,37.53
4,6.8,3.3,37.75
5,6.8,3.4,37.97
5,6.8,3.5,38.18
6,6.8,3.6,38.4
6,6.8,3.7,38.62
6,6.8,3.8,38.83
7,6.8,3.9,39.05
7,6.8,4,39.27
8,6.8,4.1,39.48
8,6.8,4.2,39.7
8,6.8,4.3,39.92
9,6.8,4.4,40.13
9,6.8,4.5,40.35
10,6.8,4.6,40.57
10,6.8,4.7,40.78
10,6.8,4.8,41
11,6.8,4.9,41.22
11,6.8,5,41.43
12,6.8,5.1,41.65
12,6.8,5.2,41.87
12,6.8,5.3,42.08
13,6.8,5.4,42.3
13,6.8,5.5,42.52
14,6.8,5.6,42.73
14,6.8,5.7,42.95
14,6.8,5.8,43.17
15,6.8,5.9,43.38
15,6.8,6,43.6
16,6.8,6.1,43.82
16,6.8,6.2,44.03
16,6.8,6.3,44.25
17,6.8,6.4,44.47
17,6.8,6.5,44.68
18,6.8,6.6,44.9
18,6.8,6.7,45.12
18,6.8,6.8,45.33
19,6.8,6.9,45.55
19,6.8,7,45.77
20,6.8,7.1,45.98
20,6.8,7.2,46.2
20,6.8,7.3,46.42
21,6.8,7.4,46.63
21,6.8,7.5,46.85
22,6.8,7.6,47.07
22,6.8,7.7,47.28
22,6.8,7.8,47.5
23,6.8,7.9,47.72
23,6.8,8,47.93
24,6.8,8.1,48.15
24,6.8,8.2,48.37
24,6.8,8.3,48.58
25,6.8,8.4,48.8
25,6.8,8.5,49.02
26,6.8,8.6,49.23
26,6.8,8.7,49.45
26,6.8,8.8,49.67
27,6.8,8.9,49.88
27,6.8,9,50.1
28,6.8,9.1,50.32
28,6.8,9.2,50.53
28,6.8,9.3,50.75
29,6.8,9.4,50.97
29,6.8,9.5,51.18
30,6.8,9.6,51.4
30,6.8,9.7,51.62
30,6.8,9.8,51.83
31,6.8,9.9,52.05
31,6.8,10,52.27
0,6.9,2,35.38
0,6.9,2.1,35.6
0,6.9,2.2,35.82
0,6.9,2.3,36.03
1,6.9,2.4,36.25
1,6.9,2.5,36.47
2,6.9,2.6,36.68
2,6.9,2.7,36.9
2,6.9,2.8,37.12
3,6.9,2.9,37.33
3,6.9,3,37.55
4,6.9,3.1,37.77
4,6.9,3.2,37.98
4,6.9,3.3,38.2
5,6.9,3.4,38.42
5,6.9,3.5,38.63
6,6.9,3.6,38.85
6,6.9,3.7,39.07
6,6.9,3.8,39.28
7,6.9,3.9,39.5
7,6.9,4,39.72
8,6.9,4.1,39.93
8,6.9,4.2,40.15
8,6.9,4.3,40.37
9,6.9,4.4,40.58
9,6.9,4.5,40.8
10,6.9,4.6,41.02
10,6.9,4.7,41.23
10,6.9,4.8,41.45
11,6.9,4.9,41.67
11,6.9,5,41.88
12,6.9,5.1,42.1
12,6.9,5.2,42.32
12,6.9,5.3,42.53
13,6.9,5.4,42.75
13,6.9,5.5,42.97
14,6.9,5.6,43.18
14,6.9,5.7,43.4
14,6.9,5.8,43.62
15,6.9,5.9,43.83
15,6.9,6,44.05
16,6.9,6.1,44.27
16,6.9,6.2,44.48
16,6.9,6.3,44.7
17,6.9,6.4,44.92
17,6.9,6.5,45.13
18,6.9,6.6,45.35
18,6.9,6.7,45.57
18,6.9,6.8,45.78
19,6.9,6.9,46
19,6.9,7,46.22
20,6.9,7.1,46.43
20,6.9,7.2,46.65
20,6.9,7.3,46.87
21,6.9,7.4,47.08
21,6.9,7.5,47.3
22,6.9,7.6,47.52
22,6.9,7.7,47.73
22,6.9,7.8,47.95
23,6.9,7.9,48.17
23,6.9,8,48.38
24,6.9,8.1,48.6
24,6.9,8.2,48.82
24,6.9,8.3,49.03
25,6.9,8.4,49.25
25,6.9,8.5,49.47
26,6.9,8.6,49.68
26,6.9,8.7,49.9
26,6.9,8.8,50.12
27,6.9,8.9,50.33
27,6.9,9,50.55
28,6.9,9.1,50.77
28,6.9,9.2,50.98
28,6.9,9.3,51.2
29,6.9,9.4,51.42
29,6.9,9.5,51.63
30,6.9,9.6,51.85
30,6.9,9.7,52.07
30,6.9,9.8,52.28
31,6.9,9.9,52.5
31,6.9,10,52.72
0,7,2,35.83
0,7,2.1,36.05
0,7,2.2,36.27
0,7,2.3,36.48
1,7,2.4,36.7
1,7,2.5,36.92
2,7,2.6,37.13
2,7,2.7,37.35
2,7,2.8,37.57
3,7,2.9,37.78
3,7,3,38
4,7,3.1,38.22
4,7,3.2,38.43
4,7,3.3,38.65
5,7,3.4,38.87
5,7,3.5,39.08
6,7,3.6,39.3
6,7,3.7,39.52
6,7,3.8,39.73
7,7,3.9,39.95
7,7,4,40.17
8,7,4.1,40.38
8,7,4.2,40.6
8,7,4.3,40.82
9,7,4.4,41.03
9,7,4.5,41.25
10,7,4.6,41.47
10,7,4.7,41.68
10,7,4.8,41.9
11,7,4.9,42.12
11,7,5,42.33
12,7,5.1,42.55
12,7,5.2,42.77
12,7,5.3,42.98
13,7,5.4,43.2
13,7,5.5,43.42
14,7,5.6,43.63
14,7,5.7,43.85
14,7,5.8,44.07
15,7,5.9,44.28
15,7,6,44.5
16,7,6.1,44.72
16,7,6.2,44.93
16,7,6.3,45.15
17,7,6.4,45.37
17,7,6.5,45.58
18,7,6.6,45.8
18,7,6.7,46.02
18,7,6.8,46.23
19,7,6.9,46.45
19,7,7,46.67
20,7,7.1,46.88
20,7,7.2,47.1
20,7,7.3,47.32
21,7,7.4,47.53
21,7,7.5,47.75
22,7,7.6,47.97
22,7,7.7,48.18
22,7,7.8,48.4
23,7,7.9,48.62
23,7,8,48.83
24,7,8.1,49.05
24,7,8.2,49.27
24,7,8.3,49.48
25,7,8.4,49.7
25,7,8.5,49.92
26,7,8.6,50.13
26,7,8.7,50.35
26,7,8.8,50.57
27,7,8.9,50.78
27,7,9,51
28,7,9.1,51.22
28,7,9.2,51.43
28,7,9.3,51.65
29,7,9.4,51.87
29,7,9.5,52.08
30,7,9.6,52.3
30,7,9.7,52.52
30,7,9.8,52.73
31,7,9.9,52.95
31,7,10,53.17
0,7.1,2,36.28
0,7.1,2.1,36.5
0,7.1,2.2,36.72
0,7.1,2.3,36.93
